Model,Brier_Score,ECE
M0,0.22645663519118514,0.03521004430640796
M1,0.20882705874335938,0.008219556682766848
M2,0.18977944440572073,0.009107939468465465
M3,0.24840071585529488,0.0014553477125743841
M4,0.20883364182817055,0.008208842691612725
