Model,Brier_Score,ECE
M0,0.052435311334644776,0.006290100251880247
M1,0.0506356431549742,0.0012760809005119191
M2,0.05059269048999704,0.006423518552176823
M3,0.0534666017877894,0.006302287560677186
M4,0.05119863091134123,0.005998914122135473
