Model,Brier_Score,ECE
M0,0.22348210868843846,0.008788168150123846
M1,0.20931609072417098,0.0084221865361403
M2,0.1889498711499004,0.0071801899157078785
M3,0.250357542763212,0.017825172888575515
M4,0.21058943525722154,0.011460231267697244
